"PropertyID","AskingRate","QuarterOff","BldgClass","ST","Quarters","ListAge","Floor","AvgSqft","Latitude","Longitude","LeaseTermTypeID","LeaseTermLow","LeaseTermHigh","SubmarketName","SpaceForLeaseID"
219143,18,"2008Q1","1_ClassA","2_Between",12,19,2,4542.5,42.204482,-71.051806,1,3,5,"Route 24",870313
219148,21.75,"2008Q1","3_ClassC","2_Between",0,25,4,2182,42.2209508,-71.0333009,1,5,5,"Quincy/Braintree",2954114
219151,24.5,"2008Q1","1_ClassA","2_Between",15,18,2,4327,42.228937,-71.027481,5,NA,NA,"Quincy/Braintree",718959
219424,23,"2008Q1","1_ClassA","2_Between",6,24,2,20369,42.2253435,-71.0272446,1,3,5,"Quincy/Braintree",1774677
219468,23,"2008Q1","1_ClassA","2_Between",4,21,3,13248,42.2277776,-71.0276613,1,3,5,"Quincy/Braintree",2270380
219471,21,"2008Q1","1_ClassA","2_Between",7,19,4,1606,42.2114872,-70.9999753,1,3,5,"Quincy/Braintree",1675674
219490,16,"2008Q1","2_ClassB","1_Net",3,21,1,4605.5,42.2178746,-71.0415805,1,3,5,"Quincy/Braintree",2914732
219490,16,"2008Q1","2_ClassB","1_Net",3,21,2,1500,42.2178746,-71.0415805,1,3,5,"Quincy/Braintree",2356451
219490,16,"2008Q1","2_ClassB","1_Net",3,21,1,1697,42.2178746,-71.0415805,1,3,5,"Quincy/Braintree",2356448
219490,16,"2008Q1","2_ClassB","1_Net",3,21,2,1431,42.2178746,-71.0415805,1,3,5,"Quincy/Braintree",2914286
219490,16,"2008Q1","2_ClassB","1_Net",3,21,2,1500,42.2178746,-71.0415805,1,3,5,"Quincy/Braintree",2914338
219490,16,"2008Q1","2_ClassB","1_Net",3,21,2,1562,42.2178746,-71.0415805,1,3,5,"Quincy/Braintree",2914397
219565,12,"2008Q1","2_ClassB","1_Net",2,22,2,10548,42.2006309,-71.1623244,1,3,5,"Route 1 South",2599509
220123,17,"2008Q1","3_ClassC","1_Net",6,4,1,800,42.2464099,-71.1727389,1,1,5,"Route 1 South",1914353
220396,17,"2008Q1","2_ClassB","1_Net",0,23,4,1400,42.2726298,-71.0264665,5,NA,NA,"Quincy/Braintree",2948591
220630,16,"2008Q1","3_ClassC","3_FullService",9,5,1,3049,42.192932,-70.93195,1,3,5,"Route 3 Corridor",1343981
364029,15,"2008Q1","3_ClassC","2_Between",2,23,1,1500,42.170716,-71.046836,5,NA,NA,"Route 24",2531189
5981128,14,"2008Q1","3_ClassC","1_Net",2,22,1,850,42.2081576,-70.9584506,5,NA,NA,"Route 3 Corridor",2641439
219116,24,"2008Q2","1_ClassA","2_Between",7,19,3,651,42.227707,-71.0255988,5,NA,NA,"Quincy/Braintree",1774693
219143,18,"2008Q2","1_ClassA","2_Between",13,19,2,5500,42.204482,-71.051806,1,3,5,"Route 24",2855887
219148,20.75,"2008Q2","3_ClassC","2_Between",1,25,4,5584,42.2209508,-71.0333009,1,5,5,"Quincy/Braintree",2926042
219190,17,"2008Q2","2_ClassB","2_Between",0,24,2,1420,42.2111332,-71.185238,1,3,5,"Route 1 South",3139856
219298,21,"2008Q2","1_ClassA","2_Between",4,19,3,2676,42.2105712,-71.0000704,5,NA,NA,"Quincy/Braintree",2442261
219304,22,"2008Q2","1_ClassA","2_Between",6,17,1,1915,42.1766939,-71.1907644,5,NA,NA,"Route 1 South",1896805
219315,18,"2008Q2","2_ClassB","2_Between",3,36,1,1282,42.218943,-71.002787,5,NA,NA,"Quincy/Braintree",2551444
219383,11.75,"2008Q2","2_ClassB","2_Between",2,18,1,1530,42.1858414,-71.1770778,1,2,2,"Route 1 South",2718743
219468,23,"2008Q2","1_ClassA","2_Between",3,21,1,4460,42.2277776,-71.0276613,1,3,5,"Quincy/Braintree",2657732
219471,21,"2008Q2","1_ClassA","2_Between",0,21,3,1083,42.2114872,-70.9999753,5,NA,NA,"Quincy/Braintree",3187032
219496,20,"2008Q2","3_ClassC","2_Between",1,24,1,3332,42.2232847,-71.0364084,5,NA,NA,"Quincy/Braintree",2981450
219774,12,"2008Q2","3_ClassC","1_Net",5,57,1,8000,42.196826,-71.003574,5,NA,NA,"Quincy/Braintree",2200932
219948,20.75,"2008Q2","3_ClassC","2_Between",1,41,2,578,42.2197269,-71.0347206,5,NA,NA,"Quincy/Braintree",2926098
220015,27.73,"2008Q2","3_ClassC","2_Between",5,35,2,1125,42.221922,-70.802506,1,3,5,"Route 3 Corridor",2262603
220124,16,"2008Q2","2_ClassB","2_Between",15,16,1,1200,42.2435167,-71.1724836,5,NA,NA,"Route 1 South",1713447
220124,16,"2008Q2","2_ClassB","2_Between",4,19,1,850,42.2435167,-71.1724836,5,NA,NA,"Route 1 South",2376248
6453531,19.75,"2008Q2","2_ClassB","2_Between",0,38,3,892,42.2231335,-71.0345425,5,NA,NA,"Quincy/Braintree",3131765
9529,22,"2008Q3","1_ClassA","2_Between",2,20,2,1100,42.2345324,-71.0149571,5,NA,NA,"Quincy/Braintree",3043658
219148,19.95,"2008Q3","3_ClassC","2_Between",4,24,1,628,42.2209508,-71.0333009,1,3,5,"Quincy/Braintree",2515326
219298,21,"2008Q3","1_ClassA","2_Between",2,20,3,1500,42.2105712,-71.0000704,5,NA,NA,"Quincy/Braintree",3067270
219304,22,"2008Q3","1_ClassA","2_Between",4,18,1,2878,42.1766939,-71.1907644,5,NA,NA,"Route 1 South",2641703
219365,22.75,"2008Q3","1_ClassA","2_Between",3,19,2,5669,42.2173047,-71.0234445,5,NA,NA,"Quincy/Braintree",2822460
219365,22.75,"2008Q3","1_ClassA","2_Between",3,19,2,2305,42.2173047,-71.0234445,5,NA,NA,"Quincy/Braintree",2822464
219388,6.95,"2008Q3","2_ClassB","1_Net",4,18,3,3750,42.1531237,-71.1046197,5,NA,NA,"Route 24",2559619
219395,21.5,"2008Q3","1_ClassA","2_Between",2,23,2,3160,42.1618021,-71.201739,1,3,5,"Route 1 South",2963612
219424,23,"2008Q3","1_ClassA","2_Between",8,24,4,6510,42.2253435,-71.0272446,1,3,5,"Quincy/Braintree",1774685
219431,23,"2008Q3","1_ClassA","2_Between",8,18,3,16285,42.227515,-71.032661,5,NA,NA,"Quincy/Braintree",1840985
219442,29,"2008Q3","1_ClassA","2_Between",3,22,3,6849.5,42.2015641,-71.1609525,5,NA,NA,"Route 1 South",2820803
219489,19.5,"2008Q3","2_ClassB","2_Between",7,25,2,758,42.2101338,-71.0216237,5,NA,NA,"Quincy/Braintree",1870595
219848,17.5,"2008Q3","2_ClassB","2_Between",2,21,1,2300,42.1723315,-71.1944709,5,NA,NA,"Route 1 South",2909067
219945,21,"2008Q3","1_ClassA","2_Between",14,10,1,6623,42.2252797,-71.0308446,5,NA,NA,"Quincy/Braintree",2024913
220015,22,"2008Q3","3_ClassC","3_FullService",2,36,1,900,42.221922,-70.802506,1,3,5,"Route 3 Corridor",2964149
220297,16.5,"2008Q3","2_ClassB","2_Between",2,42,1,428,42.1911337,-71.2046042,5,NA,NA,"Route 1 South",2909587
220297,16.5,"2008Q3","2_ClassB","2_Between",2,42,1,1206,42.1911337,-71.2046042,5,NA,NA,"Route 1 South",3367029
220396,17,"2008Q3","2_ClassB","1_Net",4,22,4,1600,42.2726298,-71.0264665,5,NA,NA,"Quincy/Braintree",2621999
220396,17,"2008Q3","2_ClassB","1_Net",4,22,1,2350,42.2726298,-71.0264665,1,5,5,"Quincy/Braintree",2621998
220417,16.5,"2008Q3","2_ClassB","2_Between",4,20,5,2135,42.248703,-71.001044,1,3,5,"Quincy/Braintree",2602738
220627,15,"2008Q3","2_ClassB","3_FullService",5,21,3,1800,42.201165,-70.947413,5,NA,NA,"Route 3 Corridor",2430294
220627,16,"2008Q3","2_ClassB","3_FullService",6,21,2,1000,42.201165,-70.947413,5,NA,NA,"Route 3 Corridor",2247516
220630,12,"2008Q3","3_ClassC","2_Between",4,7,2,6218,42.192932,-70.93195,5,NA,NA,"Route 3 Corridor",2659729
619574,14.25,"2008Q3","3_ClassC","3_FullService",8,41,2,876,42.1736842,-70.949976,1,2,5,"Route 3 Corridor",1833279
665127,10,"2008Q3","1_ClassA","1_Net",14,17,1,10000,42.194571,-70.945294,5,NA,NA,"Route 3 Corridor",921885
669084,14.5,"2008Q3","3_ClassC","2_Between",6,35,1,1156,42.1916,-71.202499,1,3,5,"Route 1 South",2107818
669084,14.5,"2008Q3","3_ClassC","2_Between",6,35,1,654,42.1916,-71.202499,1,3,5,"Route 1 South",2107810
5598593,20,"2008Q3","2_ClassB","3_FullService",6,49,1,600,42.2293079,-71.2215558,1,1,1,"Route 1 South",2182721
116652,14,"2008Q4","2_ClassB","2_Between",0,28,2,1250,42.1611061,-71.1995733,1,3,5,"Route 1 South",3536472
219143,18,"2008Q4","1_ClassA","2_Between",5,21,1,3110,42.204482,-71.051806,1,3,5,"Route 24",2614218
219151,26,"2008Q4","1_ClassA","2_Between",3,22,5,2542,42.228937,-71.027481,5,NA,NA,"Quincy/Braintree",3042915
219246,18,"2008Q4","2_ClassB","3_FullService",3,19,2,18009,42.247674,-71.001611,1,5,10,"Quincy/Braintree",3059026
219315,12,"2008Q4","2_ClassB","2_Between",1,37,1,1987,42.218943,-71.002787,1,1,5,"Quincy/Braintree",3462184
219328,23.5,"2008Q4","1_ClassA","2_Between",3,1,2,4689,42.2295875,-71.1850859,5,NA,NA,"Route 1 South",2940636
219328,23.5,"2008Q4","1_ClassA","2_Between",1,1,2,13044,42.2295875,-71.1850859,5,NA,NA,"Route 1 South",3500698
219328,23.5,"2008Q4","1_ClassA","2_Between",3,1,2,764,42.2295875,-71.1850859,5,NA,NA,"Route 1 South",2940624
219395,21.5,"2008Q4","1_ClassA","2_Between",3,23,2,3000,42.1618021,-71.201739,1,3,5,"Route 1 South",3494384
220086,12,"2008Q4","3_ClassC","2_Between",5,37,2,1200,42.176012,-71.113026,1,1,3,"Route 1 South",2585577
220098,12,"2008Q4","2_ClassB","2_Between",6,22,3,1950,42.2456825,-71.174136,1,5,5,"Route 1 South",2429756
220297,16.5,"2008Q4","2_ClassB","2_Between",1,42,1,1288,42.1911337,-71.2046042,5,NA,NA,"Route 1 South",3500144
220372,19,"2008Q4","2_ClassB","3_FullService",12,76,2,4500,42.249544,-71.001943,1,3,5,"Quincy/Braintree",1297881
220417,16.5,"2008Q4","2_ClassB","2_Between",9,19,3,2526,42.248703,-71.001044,1,3,5,"Quincy/Braintree",1790970
220627,15,"2008Q4","2_ClassB","3_FullService",6,21,3,1282,42.201165,-70.947413,5,NA,NA,"Route 3 Corridor",2430283
220758,15,"2008Q4","3_ClassC","1_Net",8,31,2,1000,42.2585958,-71.0413251,1,3,5,"Quincy/Braintree",1941742
658550,14,"2008Q4","3_ClassC","1_Net",1,24,1,750,42.1640379,-71.1549338,5,NA,NA,"Route 1 South",3497369
5621579,20,"2008Q4","3_ClassC","1_Net",7,87,1,2727,42.2506008,-71.0355284,1,3,5,"Quincy/Braintree",2157826
219174,23,"2009Q1","1_ClassA","2_Between",7,3,5,2799,42.2283271,-71.0324818,5,NA,NA,"Quincy/Braintree",2321643
219179,18,"2009Q1","2_ClassB","2_Between",4,10,2,2866,42.2000268,-70.9999021,5,NA,NA,"Quincy/Braintree",2874209
219202,12,"2009Q1","2_ClassB","1_Net",2,22,2,3715,42.1814804,-71.1928164,5,NA,NA,"Route 1 South",3500099
219383,11.61,"2009Q1","2_ClassB","3_FullService",3,19,1,1550,42.1858414,-71.1770778,5,NA,NA,"Route 1 South",3388034
219395,21.5,"2009Q1","1_ClassA","2_Between",4,23,1,6918,42.1618021,-71.201739,1,3,5,"Route 1 South",2961413
219471,21,"2009Q1","1_ClassA","2_Between",5,20,4,10128,42.2114872,-70.9999753,5,NA,NA,"Quincy/Braintree",2841139
219665,12,"2009Q1","2_ClassB","1_Net",3,43,1,2197,42.1610626,-71.1610049,1,3,5,"Route 1 South",3297255
219942,15,"2009Q1","2_ClassB","2_Between",7,26,1,2544,42.2257847,-71.0312348,1,3,5,"Quincy/Braintree",2360679
220098,12,"2009Q1","2_ClassB","2_Between",6,22,3,1950,42.2456825,-71.174136,1,3,5,"Route 1 South",2664406
220346,14,"2009Q1","3_ClassC","3_FullService",1,15,1,561,42.1918894,-71.2026818,5,NA,NA,"Route 1 South",3536449
220346,14,"2009Q1","3_ClassC","3_FullService",1,15,2,561,42.1918894,-71.2026818,5,NA,NA,"Route 1 South",3663146
220405,19,"2009Q1","3_ClassC","2_Between",13,24,1,3300,42.256207,-71.008906,1,3,5,"Quincy/Braintree",1343963
220405,19,"2009Q1","3_ClassC","2_Between",7,26,2,3300,42.256207,-71.008906,1,3,5,"Quincy/Braintree",2410708
220486,14.6,"2009Q1","3_ClassC","2_Between",1,21,1,986,42.1546606,-71.07416,1,3,5,"Route 24",3536490
220627,16.5,"2009Q1","2_ClassB","3_FullService",1,22,1,600,42.201165,-70.947413,5,NA,NA,"Route 3 Corridor",3663137
220630,12,"2009Q1","3_ClassC","2_Between",2,8,1,2118,42.192932,-70.93195,5,NA,NA,"Route 3 Corridor",3393360
531161,16,"2009Q1","3_ClassC","3_FullService",3,40,1,1381,42.195165,-71.00467,5,NA,NA,"Quincy/Braintree",3145498
1301058,12,"2009Q1","3_ClassC","2_Between",4,31,2,1100,42.240545,-70.8027177,5,NA,NA,"Route 3 Corridor",3052475
1301058,12,"2009Q1","3_ClassC","2_Between",4,31,2,1200,42.240545,-70.8027177,1,1,5,"Route 3 Corridor",2964024
1335513,30,"2009Q1","3_ClassC","1_Net",2,30,1,5462,42.178139,-70.955911,1,5,10,"Route 3 Corridor",3387534
4122166,15,"2009Q1","2_ClassB","3_FullService",3,25,1,1500,42.243195,-71.028693,1,1,5,"Quincy/Braintree",3134656
5598593,20,"2009Q1","2_ClassB","3_FullService",4,50,2,1200,42.2293079,-71.2215558,1,2,3,"Route 1 South",2907412
116652,14,"2009Q2","2_ClassB","2_Between",1,29,1,1250,42.1611061,-71.1995733,5,NA,NA,"Route 1 South",3935892
219271,18.5,"2009Q2","2_ClassB","2_Between",7,7,1,3683,42.1656525,-71.1976877,1,3,5,"Route 1 South",2668498
219328,23.5,"2009Q2","1_ClassA","2_Between",5,1,1,1722,42.2295875,-71.1850859,1,2,5,"Route 1 South",4191280
219328,23.5,"2009Q2","1_ClassA","2_Between",2,1,1,745,42.2295875,-71.1850859,1,2,5,"Route 1 South",3575055
219328,23.5,"2009Q2","1_ClassA","2_Between",5,1,1,845,42.2295875,-71.1850859,1,2,5,"Route 1 South",2940671
219328,23.5,"2009Q2","1_ClassA","2_Between",5,1,1,2601,42.2295875,-71.1850859,1,2,5,"Route 1 South",2940667
219424,17,"2009Q2","1_ClassA","2_Between",9,25,3,1647,42.2253435,-71.0272446,1,3,5,"Quincy/Braintree",2270336
219471,21,"2009Q2","1_ClassA","2_Between",0,22,3,1603,42.2114872,-70.9999753,5,NA,NA,"Quincy/Braintree",3988822
219489,19.5,"2009Q2","2_ClassB","2_Between",6,26,2,3944,42.2101338,-71.0216237,5,NA,NA,"Quincy/Braintree",2819769
219544,19.5,"2009Q2","2_ClassB","2_Between",5,11,1,29900,42.1714303,-71.1895507,1,5,10,"Route 1 South",2858850
219565,21.5,"2009Q2","2_ClassB","2_Between",7,22,2,4601.5,42.2006309,-71.1623244,1,3,5,"Route 1 South",3041057
219754,16,"2009Q2","3_ClassC","2_Between",8,3,1,1000,42.248156,-71.001931,5,NA,NA,"Quincy/Braintree",2293639
219834,8.5,"2009Q2","3_ClassC","1_Net",1,44,1,4860,42.1626991,-71.1612522,5,NA,NA,"Route 1 South",3789817
220294,17,"2009Q2","3_ClassC","3_FullService",8,32,2,570,42.186526,-71.178769,5,NA,NA,"Route 1 South",2416687
220294,17,"2009Q2","3_ClassC","3_FullService",13,31,2,1000,42.186526,-71.178769,5,NA,NA,"Route 1 South",1460389
5709561,20,"2009Q2","3_ClassC","2_Between",9,43,2,950,42.2209705,-71.2237594,1,3,5,"Route 1 South",2251651
92475,17,"2009Q3","2_ClassB","2_Between",8,20,2,1800,42.162605,-70.955662,1,3,5,"Route 3 Corridor",2495788
116652,14,"2009Q3","2_ClassB","2_Between",0,29,1,2372,42.1611061,-71.1995733,5,NA,NA,"Route 1 South",4275425
116652,14,"2009Q3","2_ClassB","2_Between",1,29,1,1315,42.1611061,-71.1995733,1,1,5,"Route 1 South",4185087
219151,23,"2009Q3","1_ClassA","2_Between",2,23,4,10792,42.228937,-71.027481,5,NA,NA,"Quincy/Braintree",3886944
219304,22,"2009Q3","1_ClassA","2_Between",3,19,3,5564,42.1766939,-71.1907644,5,NA,NA,"Route 1 South",3562891
219306,22,"2009Q3","1_ClassA","1_Net",12,23,2,1448,42.219719,-71.0320078,5,NA,NA,"Quincy/Braintree",1812003
219365,22.75,"2009Q3","1_ClassA","2_Between",6,20,4,6085.5,42.2173047,-71.0234445,5,NA,NA,"Quincy/Braintree",2872855
219365,24.75,"2009Q3","1_ClassA","2_Between",7,19,4,2085,42.2173047,-71.0234445,5,NA,NA,"Quincy/Braintree",2756580
219383,11.25,"2009Q3","2_ClassB","2_Between",2,20,1,1600,42.1858414,-71.1770778,5,NA,NA,"Route 1 South",3898304
219419,18,"2009Q3","2_ClassB","2_Between",5,24,2,2900,42.2619416,-71.1772408,1,5,5,"Route 1 South",3297035
219948,19.75,"2009Q3","3_ClassC","2_Between",2,42,1,9564,42.2197269,-71.0347206,5,NA,NA,"Quincy/Braintree",3930084
220372,19,"2009Q3","2_ClassB","3_FullService",6,79,8,1920,42.249544,-71.001943,1,3,5,"Quincy/Braintree",2948516
220425,10,"2009Q3","3_ClassC","2_Between",15,56,2,925,42.252919,-70.999899,1,3,5,"Quincy/Braintree",1297893
220425,12,"2009Q3","3_ClassC","2_Between",15,56,1,400,42.252919,-70.999899,1,3,5,"Quincy/Braintree",1343961
220493,15.76,"2009Q3","2_ClassB","2_Between",5,24,1,990,42.154006,-71.075285,5,NA,NA,"Route 24",3137356
220540,11,"2009Q3","3_ClassC","2_Between",1,19,1,1218,42.1476672,-71.0708687,5,NA,NA,"Route 24",4144182
665127,18.5,"2009Q3","1_ClassA","2_Between",9,19,1,2550,42.194571,-70.945294,5,NA,NA,"Route 3 Corridor",2281357
1186693,14.12,"2009Q3","3_ClassC","2_Between",1,22,1,650,42.194669,-70.924251,5,NA,NA,"Route 3 Corridor",4049914
110983,13,"2009Q4","3_ClassC","1_Net",4,86,1,3000,42.2801385,-71.0342344,1,3,5,"Quincy/Braintree",3730046
219246,18,"2009Q4","2_ClassB","2_Between",3,20,3,3007,42.247674,-71.001611,1,3,10,"Quincy/Braintree",3788589
219246,18,"2009Q4","2_ClassB","2_Between",8,18,1,2548,42.247674,-71.001611,1,3,10,"Quincy/Braintree",2769840
219304,22,"2009Q4","1_ClassA","2_Between",9,18,2,3304,42.1766939,-71.1907644,5,NA,NA,"Route 1 South",2641705
219315,18,"2009Q4","2_ClassB","2_Between",2,38,4,1400,42.218943,-71.002787,5,NA,NA,"Quincy/Braintree",4185078
219328,23.5,"2009Q4","1_ClassA","2_Between",1,2,3,8140,42.2295875,-71.1850859,1,2,5,"Route 1 South",4300510
219834,8.5,"2009Q4","3_ClassC","1_Net",2,44,1,2800,42.1626991,-71.1612522,1,3,5,"Route 1 South",4141885
219834,8.5,"2009Q4","3_ClassC","1_Net",2,44,1,5640,42.1626991,-71.1612522,1,3,5,"Route 1 South",4141899
219834,8.5,"2009Q4","3_ClassC","1_Net",2,44,1,1560,42.1626991,-71.1612522,1,3,5,"Route 1 South",4141889
220015,21,"2009Q4","3_ClassC","2_Between",11,35,2,1575,42.221922,-70.802506,1,3,5,"Route 3 Corridor",2262602
220372,19,"2009Q4","2_ClassB","3_FullService",7,79,9,1920,42.249544,-71.001943,1,3,5,"Quincy/Braintree",2948528
220392,19,"2009Q4","2_ClassB","2_Between",10,23,4,2800,42.253777,-71.004831,5,NA,NA,"Quincy/Braintree",2338991
220627,14.81,"2009Q4","2_ClassB","3_FullService",2,23,2,563,42.201165,-70.947413,5,NA,NA,"Route 3 Corridor",4169382
220713,18,"2009Q4","2_ClassB","2_Between",11,22,1,1600,42.252801,-71.003939,5,NA,NA,"Quincy/Braintree",2030503
686550,18,"2009Q4","2_ClassB","1_Net",7,29,2,700,42.237204,-70.824951,1,3,5,"Route 3 Corridor",2964222
4364361,19.64,"2009Q4","2_ClassB","2_Between",10,49,1,1100,42.165804,-70.955691,1,1,5,"Route 3 Corridor",2404208
5654144,12,"2009Q4","3_ClassC","1_Net",1,69,1,800,42.250167,-70.997101,5,NA,NA,"Quincy/Braintree",4396769
6975205,16,"2009Q4","2_ClassB","1_Net",3,9,1,1872,42.1857956,-71.1781936,5,NA,NA,"Route 1 South",3901098
9446,10,"2010Q1","3_ClassC","1_Net",6,24,1,1863,42.192332,-71.1499937,5,NA,NA,"Route 1 South",3418820
9446,10,"2010Q1","3_ClassC","1_Net",6,24,1,10553,42.192332,-71.1499937,5,NA,NA,"Route 1 South",3418818
95673,13,"2010Q1","3_ClassC","2_Between",2,22,2,1658,42.1734792,-71.1100061,5,NA,NA,"Route 24",4264905
95673,16.8,"2010Q1","3_ClassC","3_FullService",2,22,1,1000,42.1734792,-71.1100061,5,NA,NA,"Route 24",4264892
219543,21.75,"2010Q1","2_ClassB","2_Between",8,21,3,1191,42.2339033,-71.014253,5,NA,NA,"Quincy/Braintree",3041834
219543,21.75,"2010Q1","2_ClassB","2_Between",0,23,3,1695,42.2339033,-71.014253,5,NA,NA,"Quincy/Braintree",4711380
220366,18,"2010Q1","2_ClassB","2_Between",9,107,1,3200,42.249336,-71.002688,5,NA,NA,"Quincy/Braintree",2814222
714197,23,"2010Q1","2_ClassB","1_Net",6,25,2,1460,42.176364,-70.955785,5,NA,NA,"Route 3 Corridor",3525990
5598593,16,"2010Q1","2_ClassB","2_Between",0,52,3,1200,42.2293079,-71.2215558,1,2,2,"Route 1 South",4842370
5598593,16,"2010Q1","2_ClassB","2_Between",2,51,2,1200,42.2293079,-71.2215558,1,1,3,"Route 1 South",4247133
5598593,17.74,"2010Q1","2_ClassB","2_Between",2,51,2,575,42.2293079,-71.2215558,1,1,3,"Route 1 South",4247136
5999195,23.75,"2010Q1","3_ClassC","3_FullService",3,26,1,480,42.199256,-70.953821,1,1,5,"Route 3 Corridor",4055080
6470307,15,"2010Q1","3_ClassC","3_FullService",5,46,1,800,42.2051406,-71.0050575,1,3,5,"Quincy/Braintree",3624742
6751723,18,"2010Q1","2_ClassB","2_Between",5,24,3,690,42.1593155,-71.1546284,5,NA,NA,"Route 1 South",3541919
9529,17.5,"2010Q2","1_ClassA","3_FullService",9,20,3,1375,42.2345324,-71.0149571,5,NA,NA,"Quincy/Braintree",3043659
49307,15,"2010Q2","2_ClassB","2_Between",3,21,2,1550,42.200506,-70.940928,5,NA,NA,"Route 3 Corridor",4303473
49307,15,"2010Q2","2_ClassB","2_Between",3,21,1,500,42.200506,-70.940928,5,NA,NA,"Route 3 Corridor",4303466
49307,15,"2010Q2","2_ClassB","2_Between",3,21,2,750,42.200506,-70.940928,5,NA,NA,"Route 3 Corridor",4303469
49307,15,"2010Q2","2_ClassB","2_Between",3,21,2,1200,42.200506,-70.940928,5,NA,NA,"Route 3 Corridor",4303470
219246,17,"2010Q2","2_ClassB","2_Between",13,18,3,1485,42.247674,-71.001611,1,3,10,"Quincy/Braintree",2206163
219306,16.5,"2010Q2","1_ClassA","2_Between",6,25,3,1995,42.219719,-71.0320078,1,3,10,"Quincy/Braintree",4060355
219529,22,"2010Q2","2_ClassB","3_FullService",15,20,2,2930,42.187912,-70.955832,5,NA,NA,"Route 3 Corridor",1774032
219529,22,"2010Q2","2_ClassB","3_FullService",5,23,1,8135,42.187912,-70.955832,5,NA,NA,"Route 3 Corridor",3782206
219529,22,"2010Q2","2_ClassB","3_FullService",7,22,2,2795,42.187912,-70.955832,5,NA,NA,"Route 3 Corridor",3331099
219608,21.5,"2010Q2","1_ClassA","2_Between",2,22,1,12000,42.169588,-71.2017544,5,NA,NA,"Route 1 South",4556175
364029,15,"2010Q2","3_ClassC","2_Between",8,24,2,3095,42.170716,-71.046836,5,NA,NA,"Route 24",3297723
619574,14.5,"2010Q2","3_ClassC","3_FullService",7,43,3,550,42.1736842,-70.949976,1,2,5,"Route 3 Corridor",3347633
686550,20,"2010Q2","2_ClassB","1_Net",9,29,1,950,42.237204,-70.824951,1,3,5,"Route 3 Corridor",2964203
5534081,12,"2010Q2","2_ClassB","3_FullService",13,57,1,3900,42.246458,-71.030688,5,NA,NA,"Quincy/Braintree",2046432
7354070,13.64,"2010Q2","2_ClassB","1_Net",2,0,1,1760,42.240942,-70.829594,1,5,5,"Route 3 Corridor",4629534
9507,19.5,"2010Q3","3_ClassC","2_Between",2,24,1,1066,42.19724,-71.197621,5,NA,NA,"Route 1 South",5013489
219190,17,"2010Q3","2_ClassB","2_Between",3,25,1,10325,42.2111332,-71.185238,1,3,5,"Route 1 South",4485233
219315,18,"2010Q3","2_ClassB","2_Between",1,39,3,1126,42.218943,-71.002787,1,1,5,"Quincy/Braintree",5150841
219328,22,"2010Q3","1_ClassA","2_Between",11,0,2,2961,42.2295875,-71.1850859,1,2,5,"Route 1 South",2782197
219608,18,"2010Q3","1_ClassA","2_Between",1,23,1,2940,42.169588,-71.2017544,1,3,5,"Route 1 South",5243840
219754,16,"2010Q3","3_ClassC","1_Net",3,5,1,3000,42.248156,-71.001931,5,NA,NA,"Quincy/Braintree",4621135
220124,15,"2010Q3","2_ClassB","1_Net",6,21,1,2182,42.2435167,-71.1724836,5,NA,NA,"Route 1 South",3792206
629710,18,"2010Q3","2_ClassB","2_Between",12,7,1,700,42.182176,-71.013676,1,5,5,"Quincy/Braintree",2537388
5999195,14,"2010Q3","3_ClassC","3_FullService",2,27,1,600,42.199256,-70.953821,5,NA,NA,"Route 3 Corridor",4933660
7234942,12.5,"2010Q3","2_ClassB","1_Net",4,30,2,1605,42.1117266,-71.0726134,5,NA,NA,"Route 24",4405097
7234975,12.5,"2010Q3","2_ClassB","1_Net",4,30,2,916,42.1116902,-71.072061,5,NA,NA,"Route 24",4405164
7593040,15.95,"2010Q3","2_ClassB","1_Net",1,101,1,1226,42.1910524,-71.2030801,1,1,3,"Route 1 South",5111547
9507,21.91,"2010Q4","3_ClassC","2_Between",6,23,1,753,42.19724,-71.197621,5,NA,NA,"Route 1 South",4146829
9529,17,"2010Q4","1_ClassA","2_Between",8,20,4,7100,42.2345324,-71.0149571,1,3,5,"Quincy/Braintree",3553476
9529,16,"2010Q4","1_ClassA","2_Between",2,22,3,2500,42.2345324,-71.0149571,5,NA,NA,"Quincy/Braintree",5245936
219120,20,"2010Q4","1_ClassA","2_Between",0,30,3,4836,42.2121687,-71.1503078,1,3,5,"Route 1 South",5579716
219304,22,"2010Q4","1_ClassA","2_Between",2,21,1,4023,42.1766939,-71.1907644,5,NA,NA,"Route 1 South",5243888
219304,22,"2010Q4","1_ClassA","2_Between",7,20,1,2696,42.1766939,-71.1907644,5,NA,NA,"Route 1 South",3806409
219306,16.5,"2010Q4","1_ClassA","2_Between",8,25,4,3288.5,42.219719,-71.0320078,1,3,10,"Quincy/Braintree",3608177
219315,18,"2010Q4","2_ClassB","2_Between",1,39,3,1296,42.218943,-71.002787,1,1,5,"Quincy/Braintree",5291889
219370,18.5,"2010Q4","2_ClassB","2_Between",5,20,2,1300,42.1606924,-71.2018312,5,NA,NA,"Route 1 South",4381782
219370,18.5,"2010Q4","2_ClassB","2_Between",7,20,2,2275,42.1606924,-71.2018312,1,1,5,"Route 1 South",3831666
219608,18,"2010Q4","1_ClassA","2_Between",0,23,1,2940,42.169588,-71.2017544,1,3,5,"Route 1 South",5550568
