"PropertyID","AskingRate","QuarterOff","BldgClass","ST","Quarters","ListAge","Floor","AvgSqft","Latitude","Longitude","LeaseTermTypeID","LeaseTermLow","LeaseTermHigh","SubmarketName","SpaceForLeaseID"
213985,21,"2006Q3","1_ClassA","2_Between",15,3,1,3340,42.5094839,-71.0344825,1,3,5,"Lynnfield/Wakefield",425222
354038,9,"2006Q3","3_ClassC","2_Between",5,27,1,1687,42.731805,-71.110452,1,2,2,"Lawrence/Andover",1110412
213985,21,"2006Q4","1_ClassA","2_Between",9,5,2,5250,42.5094839,-71.0344825,1,3,5,"Lynnfield/Wakefield",788217
9070,8.95,"2007Q1","2_ClassB","1_Net",2,16,1,6000,42.6569187,-71.1085669,1,3,5,"Lawrence/Andover",1832852
212987,7,"2007Q1","2_ClassB","1_Net",10,18,1,6835,42.7064628,-71.2125167,1,3,5,"Lawrence/Andover",777945
213682,15,"2007Q1","3_ClassC","2_Between",2,23,1,2300,42.5102344,-71.0363757,5,NA,NA,"Lynnfield/Wakefield",1707990
213682,15,"2007Q1","3_ClassC","2_Between",2,23,2,2200,42.5102344,-71.0363757,5,NA,NA,"Lynnfield/Wakefield",1714379
213682,15,"2007Q1","3_ClassC","2_Between",2,23,1,1125,42.5102344,-71.0363757,5,NA,NA,"Lynnfield/Wakefield",1707996
213985,21,"2007Q1","1_ClassA","2_Between",5,6,4,15961.5,42.5094839,-71.0344825,1,3,5,"Lynnfield/Wakefield",1346183
522215,15,"2007Q1","2_ClassB","1_Net",8,4,2,3300,42.6640433,-71.1167662,5,NA,NA,"Lawrence/Andover",912223
212982,19.5,"2007Q2","2_ClassB","2_Between",8,24,2,1700,42.6868533,-71.2099229,5,NA,NA,"Lawrence/Andover",1097397
212982,19.5,"2007Q2","2_ClassB","2_Between",8,24,1,4205,42.6868533,-71.2099229,5,NA,NA,"Lawrence/Andover",1097387
213686,18,"2007Q2","2_ClassB","3_FullService",4,16,4,1275,42.5098846,-71.0125026,1,3,5,"Lynnfield/Wakefield",1656994
213042,17,"2007Q3","2_ClassB","3_FullService",5,21,1,2000,42.5118926,-71.0339429,1,3,5,"Lynnfield/Wakefield",1604119
213997,11.5,"2007Q3","2_ClassB","2_Between",7,20,1,2358,42.7042943,-71.141542,1,1,3,"Lawrence/Andover",1270987
212975,9.95,"2007Q4","1_ClassA","1_Net",2,18,2,1600,42.4703164,-71.0261186,1,1,1,"Saugus/Lynn",2415288
213324,22,"2007Q4","2_ClassB","1_Net",9,21,1,615,42.661718,-71.1448724,1,1,3,"Lawrence/Andover",1234123
213687,18,"2008Q1","2_ClassB","2_Between",3,17,1,1800,42.5093194,-71.0132688,5,NA,NA,"Lynnfield/Wakefield",2364720
213779,12,"2008Q1","2_ClassB","2_Between",8,26,2,700,42.642166,-71.083114,5,NA,NA,"Lawrence/Andover",1382693
213042,15,"2008Q3","2_ClassB","3_FullService",2,23,1,5000,42.5118926,-71.0339429,1,1,1,"Lynnfield/Wakefield",2960356
213685,16.5,"2008Q3","3_ClassC","2_Between",3,26,2,1100,42.512138,-71.0349439,1,3,5,"Lynnfield/Wakefield",2786891
213685,16.2,"2008Q3","3_ClassC","2_Between",2,27,1,500,42.512138,-71.0349439,5,NA,NA,"Lynnfield/Wakefield",2960387
354038,9,"2008Q3","3_ClassC","2_Between",13,27,1,1715,42.731805,-71.110452,1,2,2,"Lawrence/Andover",1110405
212987,9.5,"2008Q4","2_ClassB","1_Net",2,22,2,1295,42.7064628,-71.2125167,5,NA,NA,"Lawrence/Andover",3156690
59193,16,"2009Q2","2_ClassB","1_Net",3,24,1,2700,42.675062,-71.125979,1,5,5,"Lawrence/Andover",3483821
212982,19.5,"2009Q3","2_ClassB","2_Between",6,27,3,2575,42.6868533,-71.2099229,5,NA,NA,"Lawrence/Andover",4369926
213042,15,"2009Q3","2_ClassB","3_FullService",13,21,1,2610,42.5118926,-71.0339429,1,1,5,"Lynnfield/Wakefield",2610829
213985,21,"2009Q3","1_ClassA","3_FullService",2,10,1,3100,42.5094839,-71.0344825,1,3,5,"Lynnfield/Wakefield",3842915
213042,15,"2010Q2","2_ClassB","3_FullService",1,25,1,2000,42.5118926,-71.0339429,1,1,5,"Lynnfield/Wakefield",4741492
213042,15,"2010Q2","2_ClassB","3_FullService",11,22,1,3100,42.5118926,-71.0339429,1,1,5,"Lynnfield/Wakefield",3675247
213685,15,"2010Q2","3_ClassC","3_FullService",1,29,1,1000,42.512138,-71.0349439,1,1,5,"Lynnfield/Wakefield",4741547
213685,15,"2010Q2","3_ClassC","2_Between",5,28,1,800,42.512138,-71.0349439,1,1,5,"Lynnfield/Wakefield",3910387
213685,15,"2010Q2","3_ClassC","2_Between",3,28,2,1000,42.512138,-71.0349439,1,1,5,"Lynnfield/Wakefield",4243748
5966131,15.8,"2010Q3","3_ClassC","3_FullService",1,44,2,1025,42.6575177,-71.1406514,5,NA,NA,"Lawrence/Andover",5169043
213042,15,"2010Q4","2_ClassB","2_Between",5,24,2,1000,42.5118926,-71.0339429,1,1,5,"Lynnfield/Wakefield",4243758
213985,21,"2010Q4","1_ClassA","3_FullService",11,9,3,10071,42.5094839,-71.0344825,1,3,5,"Lynnfield/Wakefield",2941880
361637,13.2,"2010Q4","3_ClassC","3_FullService",4,44,1,1000,42.5145589,-71.0128961,1,2,5,"Lynnfield/Wakefield",4537852
213687,13.5,"2011Q1","2_ClassB","3_FullService",0,21,1,1200,42.5093194,-71.0132688,5,NA,NA,"Lynnfield/Wakefield",5793545
213985,21,"2011Q1","1_ClassA","3_FullService",12,9,3,6068.5,42.5094839,-71.0344825,1,3,5,"Lynnfield/Wakefield",5705657
686269,10.5,"2011Q1","2_ClassB","3_FullService",2,15,4,1235,42.773724,-71.085222,5,NA,NA,"Lawrence/Andover",5401199
213042,15,"2011Q2","2_ClassB","2_Between",3,25,3,1300,42.5118926,-71.0339429,1,1,5,"Lynnfield/Wakefield",5456237
213687,19.25,"2011Q2","2_ClassB","2_Between",6,19,3,935,42.5093194,-71.0132688,1,1,5,"Lynnfield/Wakefield",4537078
213985,21,"2011Q2","1_ClassA","3_FullService",13,9,2,4520,42.5094839,-71.0344825,1,3,5,"Lynnfield/Wakefield",5912986
577128,19.2,"2011Q2","3_ClassC","1_Net",12,19,1,500,42.690432,-71.14997,1,1,3,"Lawrence/Andover",3216327
213685,16,"2011Q3","3_ClassC","2_Between",1,30,1,750,42.512138,-71.0349439,1,1,5,"Lynnfield/Wakefield",5995105
213985,21,"2011Q3","1_ClassA","3_FullService",0,12,1,9185,42.5094839,-71.0344825,5,NA,NA,"Lynnfield/Wakefield",6322835
213042,15,"2011Q4","2_ClassB","2_Between",5,25,1,2700,42.5118926,-71.0339429,1,1,5,"Lynnfield/Wakefield",5456278
213042,15,"2011Q4","2_ClassB","2_Between",8,24,2,3750,42.5118926,-71.0339429,1,1,5,"Lynnfield/Wakefield",4435916
9061,12,"2005Q2","3_ClassC","3_FullService",1,0,2,994,42.4634275,-70.9433493,NA,NA,NA,"Saugus/Lynn",899372
212975,19,"2005Q2","1_ClassA","1_Net",2,15,2,7364.5,42.4703164,-71.0261186,1,3,5,"Saugus/Lynn",842674
213000,16,"2005Q2","2_ClassB","2_Between",11,4,1,6500,42.457402,-70.948605,1,3,5,"Saugus/Lynn",388770
213658,14.5,"2005Q2","3_ClassC","3_FullService",13,52,3,4872,42.462987,-70.948378,1,3,5,"Saugus/Lynn",255166
213741,18.5,"2005Q2","1_ClassA","2_Between",13,4,3,7700,42.8173833,-70.8810885,1,5,5,"Amesbury/Ipswich",257817
663214,9.05,"2005Q3","3_ClassC","2_Between",5,104,2,2520,42.463182,-70.9444,5,NA,NA,"Saugus/Lynn",730634
668026,12,"2005Q3","3_ClassC","2_Between",1,85,1,2400,42.5480184,-70.8843245,5,NA,NA,"Danvers/Beverly",1133045
213113,14.5,"2005Q4","1_ClassA","3_FullService",14,14,1,2500,42.5642248,-70.9891046,5,NA,NA,"Danvers/Beverly",1210102
214015,15,"2005Q4","3_ClassC","3_FullService",1,0,1,620,42.547506,-70.879529,5,NA,NA,"Danvers/Beverly",1197744
212968,15.95,"2006Q1","2_ClassB","2_Between",3,7,4,8648,42.5610185,-70.8873184,1,1,5,"Danvers/Beverly",1150459
213093,14.94,"2006Q1","1_ClassA","2_Between",7,5,1,2367,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",748377
213093,14.94,"2006Q1","1_ClassA","2_Between",7,5,1,8435,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",748379
213093,14.95,"2006Q1","1_ClassA","2_Between",11,4,4,3007,42.5597363,-70.8861791,NA,NA,NA,"Danvers/Beverly",510529
213093,14.95,"2006Q1","1_ClassA","2_Between",7,5,3,1313,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",748475
213093,14.95,"2006Q1","1_ClassA","2_Between",7,5,3,9526,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",748477
213093,17.95,"2006Q1","1_ClassA","2_Between",7,5,3,733,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",748478
213093,14.94,"2006Q1","1_ClassA","2_Between",7,5,2,1216,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",748382
213093,14.95,"2006Q1","1_ClassA","2_Between",7,5,4,530,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",748433
213093,14.95,"2006Q1","1_ClassA","2_Between",7,5,4,402,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",748438
213093,14.94,"2006Q1","1_ClassA","2_Between",7,5,1,1286,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",748369
213093,14.94,"2006Q1","1_ClassA","2_Between",7,5,1,5816,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",748371
213093,19.95,"2006Q1","1_ClassA","2_Between",7,5,1,986,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",748367
213140,17.95,"2006Q1","1_ClassA","2_Between",7,5,2,3303,42.5558806,-70.882639,1,5,5,"Danvers/Beverly",748411
213416,10,"2006Q1","3_ClassC","1_Net",1,8,1,1000,42.5768025,-70.9713168,5,NA,NA,"Danvers/Beverly",1259403
213416,10,"2006Q1","3_ClassC","1_Net",1,8,1,400,42.5768025,-70.9713168,5,NA,NA,"Danvers/Beverly",1259402
57337,12.5,"2006Q2","2_ClassB","1_Net",2,5,1,15000,42.582694,-70.905213,5,NA,NA,"Danvers/Beverly",1301369
82839,17.5,"2006Q2","2_ClassB","3_FullService",1,3,2,2580,42.5651361,-70.9859388,1,3,5,"Danvers/Beverly",1378735
213037,17,"2006Q2","2_ClassB","2_Between",3,23,3,3889,42.5608512,-70.9747885,1,3,5,"Danvers/Beverly",1190879
213041,16.5,"2006Q2","3_ClassC","2_Between",3,35,2,1000,42.463987,-70.951137,5,NA,NA,"Saugus/Lynn",1196915
213415,12.95,"2006Q2","2_ClassB","3_FullService",1,3,1,850,42.560495,-70.969701,5,NA,NA,"Danvers/Beverly",1366574
213652,12,"2006Q2","3_ClassC","3_FullService",2,32,2,1270,42.4667117,-70.941498,5,NA,NA,"Saugus/Lynn",1299903
213652,12,"2006Q2","3_ClassC","3_FullService",2,32,2,388,42.4667117,-70.941498,5,NA,NA,"Saugus/Lynn",1299905
213660,12,"2006Q2","3_ClassC","3_FullService",2,36,3,1465,42.467108,-70.940907,5,NA,NA,"Saugus/Lynn",1299871
213660,12,"2006Q2","3_ClassC","3_FullService",2,36,2,807,42.467108,-70.940907,5,NA,NA,"Saugus/Lynn",1299869
214015,15,"2006Q2","3_ClassC","3_FullService",3,0,1,1120,42.547506,-70.879529,5,NA,NA,"Danvers/Beverly",1197745
707085,32,"2006Q2","2_ClassB","2_Between",1,2,1,1000,42.80041,-70.876652,5,NA,NA,"Amesbury/Ipswich",1538061
707085,23,"2006Q2","2_ClassB","2_Between",1,2,3,1173.5,42.80041,-70.876652,5,NA,NA,"Amesbury/Ipswich",1534065
48869,12,"2006Q3","3_ClassC","1_Net",3,35,3,2300,42.5018762,-71.0150516,5,NA,NA,"Saugus/Lynn",1328133
48869,12,"2006Q3","3_ClassC","1_Net",3,35,1,1200,42.5018762,-71.0150516,5,NA,NA,"Saugus/Lynn",1328126
213093,11.95,"2006Q3","1_ClassA","2_Between",9,5,3,2000,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",748473
213093,11.95,"2006Q3","1_ClassA","2_Between",9,5,3,1800,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",1811631
213093,11.95,"2006Q3","1_ClassA","2_Between",9,5,3,1500,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",1811638
213093,11.95,"2006Q3","1_ClassA","2_Between",9,5,3,900,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",1811647
213378,10,"2006Q3","3_ClassC","3_FullService",1,103,1,1500,42.5470859,-70.8791682,1,3,5,"Danvers/Beverly",1592101
213584,8,"2006Q3","3_ClassC","2_Between",3,105,1,1600,42.464421,-70.944896,1,3,3,"Saugus/Lynn",1350733
213652,20,"2006Q3","3_ClassC","3_FullService",1,33,1,1532,42.4667117,-70.941498,5,NA,NA,"Saugus/Lynn",1702105
213977,15.5,"2006Q3","2_ClassB","3_FullService",8,16,2,1755.5,42.5850799,-70.9629536,NA,NA,NA,"Danvers/Beverly",813109
213988,15.5,"2006Q3","2_ClassB","3_FullService",8,13,2,2593,42.5859764,-70.9632865,5,NA,NA,"Danvers/Beverly",813146
213988,15.5,"2006Q3","2_ClassB","3_FullService",8,13,1,1292,42.5859764,-70.9632865,5,NA,NA,"Danvers/Beverly",813168
361268,14.72,"2006Q3","3_ClassC","2_Between",3,105,2,1100,42.562281,-70.939759,5,NA,NA,"Danvers/Beverly",1302952
676456,18.95,"2006Q3","1_ClassA","2_Between",13,0,1,7000,42.5621875,-70.8895416,1,3,5,"Danvers/Beverly",555944
676456,18.95,"2006Q3","1_ClassA","2_Between",13,0,2,11498,42.5621875,-70.8895416,1,3,5,"Danvers/Beverly",555946
676456,18.95,"2006Q3","1_ClassA","2_Between",13,0,1,4500,42.5621875,-70.8895416,1,3,5,"Danvers/Beverly",1811780
213415,12.95,"2006Q4","2_ClassB","3_FullService",1,3,1,500,42.560495,-70.969701,1,1,1,"Danvers/Beverly",1761823
214016,17,"2006Q4","1_ClassA","3_FullService",8,17,4,4600,42.595732,-70.9687131,1,5,5,"Danvers/Beverly",855629
9061,12,"2007Q1","3_ClassC","3_FullService",8,0,3,800,42.4634275,-70.9433493,NA,NA,NA,"Saugus/Lynn",899373
48869,12,"2007Q1","3_ClassC","1_Net",5,35,1,450,42.5018762,-71.0150516,5,NA,NA,"Saugus/Lynn",1328490
48869,12,"2007Q1","3_ClassC","3_FullService",5,35,1,1600,42.5018762,-71.0150516,5,NA,NA,"Saugus/Lynn",1328492
48869,12,"2007Q1","3_ClassC","1_Net",5,35,2,850,42.5018762,-71.0150516,5,NA,NA,"Saugus/Lynn",1328505
48869,12,"2007Q1","3_ClassC","1_Net",5,35,2,1500,42.5018762,-71.0150516,5,NA,NA,"Saugus/Lynn",1328506
212975,9.95,"2007Q1","1_ClassA","1_Net",0,18,4,1100,42.4703164,-71.0261186,1,1,1,"Saugus/Lynn",2042813
212975,9.95,"2007Q1","1_ClassA","1_Net",0,18,1,1250,42.4703164,-71.0261186,1,1,1,"Saugus/Lynn",2042740
212975,9.95,"2007Q1","1_ClassA","1_Net",0,18,4,2500,42.4703164,-71.0261186,1,1,5,"Saugus/Lynn",2042761
213416,10,"2007Q1","3_ClassC","1_Net",4,9,1,1512,42.5768025,-70.9713168,5,NA,NA,"Danvers/Beverly",1502968
213652,14,"2007Q1","3_ClassC","3_FullService",1,33,3,520,42.4667117,-70.941498,5,NA,NA,"Saugus/Lynn",1995096
213660,14,"2007Q1","3_ClassC","3_FullService",5,36,2,504,42.467108,-70.940907,5,NA,NA,"Saugus/Lynn",1299876
213660,21,"2007Q1","3_ClassC","1_Net",2,37,1,504,42.467108,-70.940907,5,NA,NA,"Saugus/Lynn",1767296
214016,17,"2007Q1","1_ClassA","3_FullService",6,18,1,3662,42.595732,-70.9687131,1,5,5,"Danvers/Beverly",1246804
610225,15,"2007Q1","3_ClassC","2_Between",4,5,1,2385,42.5507542,-70.8955443,1,3,5,"Danvers/Beverly",1466730
48869,12,"2007Q2","3_ClassC","1_Net",6,35,2,1600,42.5018762,-71.0150516,5,NA,NA,"Saugus/Lynn",1328132
212975,9.95,"2007Q2","1_ClassA","1_Net",0,18,2,3000,42.4703164,-71.0261186,1,1,1,"Saugus/Lynn",2291278
212975,9.95,"2007Q2","1_ClassA","1_Net",1,18,2,6500,42.4703164,-71.0261186,1,1,1,"Saugus/Lynn",2042744
212975,9.95,"2007Q2","1_ClassA","1_Net",1,18,4,5300,42.4703164,-71.0261186,1,1,1,"Saugus/Lynn",2183118
213113,16,"2007Q2","1_ClassA","3_FullService",1,19,3,10751,42.5642248,-70.9891046,5,NA,NA,"Danvers/Beverly",2084220
213415,9.95,"2007Q2","2_ClassB","1_Net",1,4,1,500,42.560495,-70.969701,5,NA,NA,"Danvers/Beverly",2042695
213631,8,"2007Q2","3_ClassC","1_Net",5,16,2,4107,42.453415,-70.951404,5,NA,NA,"Saugus/Lynn",1414567
213631,8,"2007Q2","3_ClassC","1_Net",11,14,1,3645,42.453415,-70.951404,5,NA,NA,"Saugus/Lynn",798539
213988,15.5,"2007Q2","2_ClassB","3_FullService",11,13,2,1282,42.5859764,-70.9632865,5,NA,NA,"Danvers/Beverly",813163
213988,15.5,"2007Q2","2_ClassB","3_FullService",1,16,2,1282,42.5859764,-70.9632865,5,NA,NA,"Danvers/Beverly",2034536
763557,13,"2007Q2","2_ClassB","3_FullService",15,3,1,3000,42.556623,-70.924269,NA,NA,NA,"Danvers/Beverly",567228
765134,18,"2007Q2","2_ClassB","3_FullService",1,3,1,700,42.568185,-70.976152,5,NA,NA,"Danvers/Beverly",2398722
847098,18,"2007Q2","2_ClassB","2_Between",5,26,1,1000,42.840708,-70.911866,5,NA,NA,"Amesbury/Ipswich",1565600
1558252,15.67,"2007Q2","3_ClassC","3_FullService",3,22,1,3300,42.5726568,-70.8571598,1,3,5,"Danvers/Beverly",1792248
9061,12,"2007Q3","3_ClassC","3_FullService",9,0,5,400,42.4634275,-70.9433493,5,NA,NA,"Saugus/Lynn",1137200
212975,9.95,"2007Q3","1_ClassA","1_Net",2,18,1,2475,42.4703164,-71.0261186,1,1,1,"Saugus/Lynn",2183136
212975,9.95,"2007Q3","1_ClassA","1_Net",2,18,4,5300,42.4703164,-71.0261186,1,1,1,"Saugus/Lynn",2291315
212975,9.95,"2007Q3","1_ClassA","1_Net",2,18,1,2475,42.4703164,-71.0261186,1,1,1,"Saugus/Lynn",2496623
213220,11,"2007Q3","3_ClassC","1_Net",10,40,1,1400,42.466955,-70.942391,1,3,5,"Saugus/Lynn",893701
213416,10,"2007Q3","3_ClassC","1_Net",7,8,1,592,42.5768025,-70.9713168,5,NA,NA,"Danvers/Beverly",1259401
212975,9.95,"2007Q4","1_ClassA","1_Net",3,18,1,1800,42.4703164,-71.0261186,1,1,1,"Saugus/Lynn",2496626
212975,9.95,"2007Q4","1_ClassA","1_Net",3,18,5,4750,42.4703164,-71.0261186,1,1,1,"Saugus/Lynn",2042765
212975,9.95,"2007Q4","1_ClassA","1_Net",3,18,3,2000,42.4703164,-71.0261186,1,1,1,"Saugus/Lynn",2042756
213211,15,"2007Q4","2_ClassB","1_Net",6,2,1,1600,42.5807366,-70.9676888,1,3,5,"Danvers/Beverly",1629326
213211,15,"2007Q4","2_ClassB","1_Net",6,2,1,1600,42.5807366,-70.9676888,1,3,5,"Danvers/Beverly",2835704
213660,12,"2007Q4","3_ClassC","3_FullService",8,36,4,937,42.467108,-70.940907,5,NA,NA,"Saugus/Lynn",1299886
213660,14,"2007Q4","3_ClassC","3_FullService",8,36,2,695,42.467108,-70.940907,5,NA,NA,"Saugus/Lynn",1299881
213661,14,"2007Q4","2_ClassB","3_FullService",3,93,7,4503,42.4642282,-70.9457725,5,NA,NA,"Saugus/Lynn",2065454
214034,15,"2007Q4","2_ClassB","1_Net",2,27,1,2500,42.5659534,-70.9353642,1,3,5,"Danvers/Beverly",2287302
707085,23,"2007Q4","2_ClassB","2_Between",7,2,3,838,42.80041,-70.876652,5,NA,NA,"Amesbury/Ipswich",1667133
765134,18,"2007Q4","2_ClassB","3_FullService",3,3,1,2500,42.568185,-70.976152,5,NA,NA,"Danvers/Beverly",2398735
6026635,11.36,"2007Q4","2_ClassB","1_Net",1,7,1,1111,42.8440299,-70.8854662,1,3,5,"Amesbury/Ipswich",2578330
6026635,11.36,"2007Q4","2_ClassB","1_Net",1,7,2,1000,42.8440299,-70.8854662,1,3,5,"Amesbury/Ipswich",2578332
212968,14.95,"2008Q1","2_ClassB","2_Between",1,9,3,14629,42.5610185,-70.8873184,1,5,5,"Danvers/Beverly",2785297
213093,14.95,"2008Q1","1_ClassA","2_Between",5,7,1,2018,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",1864883
213093,14.95,"2008Q1","1_ClassA","2_Between",5,7,1,2979,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",1864866
213093,14.95,"2008Q1","1_ClassA","2_Between",5,7,1,1771,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",1864893
213093,11.95,"2008Q1","1_ClassA","2_Between",2,8,1,1702,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",2672710
213093,14.95,"2008Q1","1_ClassA","2_Between",15,5,4,788,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",748436
213093,20.95,"2008Q1","1_ClassA","2_Between",6,7,4,1232,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",1811517
213093,17.95,"2008Q1","1_ClassA","3_FullService",15,5,3,636,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",748462
213093,14.95,"2008Q1","1_ClassA","2_Between",6,7,3,3002,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",1811477
213113,16,"2008Q1","1_ClassA","3_FullService",9,17,1,2800,42.5642248,-70.9891046,5,NA,NA,"Danvers/Beverly",1281097
213741,18.5,"2008Q1","2_ClassB","3_FullService",3,9,1,2000,42.8173833,-70.8810885,1,5,5,"Amesbury/Ipswich",2479259
361268,17.5,"2008Q1","3_ClassC","2_Between",2,107,1,600,42.562281,-70.939759,5,NA,NA,"Danvers/Beverly",2575553
662752,15,"2008Q1","2_ClassB","1_Net",3,46,1,2000,42.651442,-70.934561,1,3,5,"Amesbury/Ipswich",2365710
676456,19.95,"2008Q1","1_ClassA","2_Between",6,3,1,8271,42.5621875,-70.8895416,1,5,5,"Danvers/Beverly",1811561
707085,26,"2008Q1","2_ClassB","2_Between",0,4,1,386,42.80041,-70.876652,1,3,5,"Amesbury/Ipswich",2879848
765134,18,"2008Q1","2_ClassB","3_FullService",4,3,1,2500,42.568185,-70.976152,5,NA,NA,"Danvers/Beverly",2777163
771816,8,"2008Q1","2_ClassB","2_Between",1,23,1,3000,42.6635632,-70.9298923,1,1,1,"Amesbury/Ipswich",2720146
9058,13.5,"2008Q2","3_ClassC","2_Between",12,17,2,1150,42.586585,-70.970741,5,NA,NA,"Danvers/Beverly",2500474
212975,9.95,"2008Q2","1_ClassA","1_Net",2,18,4,3000,42.4703164,-71.0261186,1,1,1,"Saugus/Lynn",2847707
213041,18.4,"2008Q2","3_ClassC","2_Between",1,38,2,1500,42.463987,-70.951137,5,NA,NA,"Saugus/Lynn",2924292
213093,11.95,"2008Q2","1_ClassA","2_Between",1,9,2,2787,42.5597363,-70.8861791,1,1,5,"Danvers/Beverly",3040757
213093,14.95,"2008Q2","1_ClassA","2_Between",1,9,1,1433,42.5597363,-70.8861791,1,1,5,"Danvers/Beverly",2896799
213093,24.7,"2008Q2","1_ClassA","2_Between",1,9,2,1506,42.5597363,-70.8861791,1,1,5,"Danvers/Beverly",2896817
617487,16.8,"2008Q2","3_ClassC","2_Between",1,23,2,500,42.582642,-71.005192,5,NA,NA,"Danvers/Beverly",3046591
765134,18,"2008Q2","2_ClassB","1_Net",1,4,1,669,42.568185,-70.976152,1,3,3,"Danvers/Beverly",3058654
212968,15.95,"2008Q3","2_ClassB","2_Between",3,9,1,16589,42.5610185,-70.8873184,1,5,5,"Danvers/Beverly",2785300
213041,21.33,"2008Q3","3_ClassC","2_Between",2,38,1,1800,42.463987,-70.951137,5,NA,NA,"Saugus/Lynn",2924281
213093,16.95,"2008Q3","1_ClassA","2_Between",1,9,2,3676,42.5597363,-70.8861791,1,1,5,"Danvers/Beverly",3239468
213093,18.35,"2008Q3","1_ClassA","3_FullService",2,9,3,621,42.5597363,-70.8861791,1,1,5,"Danvers/Beverly",2896851
213093,14.95,"2008Q3","1_ClassA","2_Between",2,9,4,1287,42.5597363,-70.8861791,1,1,5,"Danvers/Beverly",2896931
213093,18.95,"2008Q3","1_ClassA","2_Between",8,7,1,9027,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",3320761
213652,14,"2008Q3","3_ClassC","3_FullService",9,33,3,1050,42.4667117,-70.941498,5,NA,NA,"Saugus/Lynn",1702100
932057,10,"2008Q3","3_ClassC","2_Between",7,19,2,625,42.8734692,-70.8738688,1,1,1,"Amesbury/Ipswich",1981783
932057,10,"2008Q3","3_ClassC","2_Between",7,19,2,750,42.8734692,-70.8738688,1,1,1,"Amesbury/Ipswich",1981728
932057,10,"2008Q3","3_ClassC","2_Between",4,20,1,725,42.8734692,-70.8738688,1,1,2,"Amesbury/Ipswich",2615630
1256258,20,"2008Q3","2_ClassB","3_FullService",0,8,1,500,42.5619307,-70.812945,1,1,5,"Danvers/Beverly",3381098
5532875,19.5,"2008Q3","2_ClassB","3_FullService",2,7,1,7260,42.5569204,-70.9448118,1,5,5,"Danvers/Beverly",2930444
213140,19.95,"2008Q4","1_ClassA","2_Between",2,9,2,1343,42.5558806,-70.882639,1,1,5,"Danvers/Beverly",3239534
213140,20.95,"2008Q4","1_ClassA","2_Between",3,9,3,1961,42.5558806,-70.882639,1,1,5,"Danvers/Beverly",2896910
213140,20.95,"2008Q4","1_ClassA","2_Between",3,9,3,3073,42.5558806,-70.882639,1,1,5,"Danvers/Beverly",2896905
213041,24,"2009Q1","3_ClassC","2_Between",2,38,1,600,42.463987,-70.951137,1,1,5,"Saugus/Lynn",3327151
213093,11.95,"2009Q1","1_ClassA","2_Between",2,9,1,1110,42.5597363,-70.8861791,1,1,5,"Danvers/Beverly",3438671
213093,14.95,"2009Q1","1_ClassA","2_Between",4,9,2,1210,42.5597363,-70.8861791,1,1,5,"Danvers/Beverly",2896834
213093,29.95,"2009Q1","1_ClassA","2_Between",2,9,1,2928,42.5597363,-70.8861791,5,NA,NA,"Danvers/Beverly",3357196
213093,14.95,"2009Q1","1_ClassA","2_Between",2,9,2,1564,42.5597363,-70.8861791,1,1,5,"Danvers/Beverly",3321002
213140,19.95,"2009Q1","1_ClassA","2_Between",1,9,3,2609,42.5558806,-70.882639,1,1,5,"Danvers/Beverly",3649663
5904840,19.13,"2009Q1","2_ClassB","1_Net",7,107,1,1350,42.4678,-70.908999,1,3,5,"Saugus/Lynn",2463112
212975,9.95,"2009Q2","1_ClassA","1_Net",9,18,1,2000,42.4703164,-71.0261186,1,1,1,"Saugus/Lynn",2715136
213093,19.95,"2009Q2","1_ClassA","2_Between",10,7,1,1650,42.5597363,-70.8861791,1,5,5,"Danvers/Beverly",1864902
213093,14.95,"2009Q2","1_ClassA","2_Between",5,9,2,2427,42.5597363,-70.8861791,1,1,5,"Danvers/Beverly",3040737
213140,19.95,"2009Q2","1_ClassA","2_Between",5,9,1,661,42.5558806,-70.882639,1,1,5,"Danvers/Beverly",2896896
