"","AskingRate","QuarterOff","BldgClass","ST","Quarters","ListAge","Floor","AvgSqft","Latitude","Longitude"
"1871126",45,"2007Q1","1_ClassA","1_Net",11,18,1,850,42.3541759,-71.0557593
"1871127",45,"2007Q1","1_ClassA","1_Net",11,18,1,1700,42.3541759,-71.0557593
"1871128",37.5,"2007Q1","1_ClassA","0_Unknown",3,20,15,13464,42.3541759,-71.0557593
"1871140",25,"2008Q2","2_ClassB","0_Unknown",7,23,3,2501,42.369935,-71.079627
"1871141",15,"2011Q2","3_ClassC","2_Between",4,100,2,1100,42.3711201,-71.0799897
"1871142",19,"2007Q4","3_ClassC","2_Between",2,97,3,1300,42.3711201,-71.0799897
"1871186",16.8,"2009Q2","3_ClassC","2_Between",3,46,4,750,42.371617,-71.237863
"1871192",45,"2005Q4","2_ClassB","1_Net",2,86,1,1900,42.3511756,-71.1198758
"1871219",23,"2011Q2","2_ClassB","3_FullService",1,23,2,4100,42.3559532,-71.0621968
"1871221",17,"2006Q4","3_ClassC","2_Between",6,24,5,2750,42.356498,-71.059437
"1871441",23,"2010Q4","2_ClassB","3_FullService",2,13,3,4304,42.3660811,-71.059331
"1871444",26.5,"2005Q2","1_ClassA","2_Between",2,16,9,16370,42.3662533,-71.0588527
"1871446",16,"2009Q3","3_ClassC","2_Between",7,70,2,782,42.370586,-71.038775
"1871447",31.5,"2009Q1","1_ClassA","2_Between",10,7,1,3400,42.3712074,-71.0576776
"1871451",55,"2008Q1","1_ClassA","3_FullService",2,8,18,6848,42.3526304,-71.05348
"1871454",47,"2007Q3","1_ClassA","3_FullService",9,6,26,15133,42.3526304,-71.05348
"1871455",45,"2008Q4","2_ClassB","3_FullService",3,18,5,2000,42.352651,-71.071807
"1871586",34.5,"2011Q2","1_ClassA","2_Between",6,1,1,1628,42.4995882,-71.1623617
"1871587",34.5,"2010Q4","1_ClassA","2_Between",1,2,1,840,42.4995882,-71.1623617
"1871596",20,"2008Q1","3_ClassC","3_FullService",1,22,1,1930,42.3527693,-71.1269329
"1871600",30,"2011Q2","2_ClassB","3_FullService",1,106,3,750,42.3535677,-71.0804325
"1871608",22,"2005Q4","2_ClassB","2_Between",6,16,10,6665,42.353849,-71.0596573
"1871643",34.5,"2011Q4","1_ClassA","2_Between",2,3,1,1765,42.4995882,-71.1623617
"1871645",28,"2011Q4","1_ClassA","2_Between",7,2,6,7502,42.4995882,-71.1623617
"1871647",28,"2011Q4","1_ClassA","2_Between",7,2,4,3469,42.4995882,-71.1623617
"1871656",19,"2011Q3","2_ClassB","2_Between",9,30,1,1357,42.295111,-71.197853
"1871657",24,"2009Q1","2_ClassB","2_Between",3,29,1,2235,42.295111,-71.197853
"1871658",21,"2009Q4","2_ClassB","2_Between",2,30,1,1779,42.295111,-71.197853
"1871700",28,"2011Q4","1_ClassA","2_Between",7,2,5,1871,42.4995882,-71.1623617
"1871707",19,"2011Q3","2_ClassB","2_Between",9,30,1,2026,42.295111,-71.197853
"1871712",17.5,"2008Q1","3_ClassC","3_FullService",0,10,1,2200,42.2972636,-71.4324329
"1871717",23.5,"2006Q3","1_ClassA","2_Between",4,19,2,2787,42.2993226,-71.4015674
"1871718",27.5,"2008Q1","1_ClassA","2_Between",2,21,2,1828,42.2993226,-71.4015674
"1871719",23.5,"2007Q1","1_ClassA","2_Between",8,19,5,3070,42.2993226,-71.4015674
"1871724",26.5,"2007Q4","1_ClassA","2_Between",6,20,6,5963,42.2993226,-71.4015674
"1871736",29.5,"2011Q4","1_ClassA","2_Between",6,2,3,2849,42.4995882,-71.1623617
"1871739",28,"2011Q4","1_ClassA","2_Between",7,2,6,7086,42.4995882,-71.1623617
"1871742",29.5,"2011Q4","1_ClassA","2_Between",7,2,4,1081,42.4995882,-71.1623617
"1871750",24,"2007Q4","2_ClassB","2_Between",0,28,2,1729,42.295111,-71.197853
"1871928",46.5,"2008Q3","1_ClassA","0_Unknown",1,22,4,3891,42.3541759,-71.0557593
"1871929",39,"2009Q3","1_ClassA","3_FullService",3,22,22,3595,42.3541759,-71.0557593
"1871930",17,"2010Q1","2_ClassB","3_FullService",0,29,3,500,42.354277,-71.07207
"1871931",17.5,"2010Q1","2_ClassB","2_Between",1,28,3,1030,42.354277,-71.07207
"1871934",17.68,"2010Q3","2_ClassB","2_Between",0,1,2,1900,42.355427,-71.136433
"1871936",18,"2011Q4","2_ClassB","2_Between",1,2,3,1700,42.355427,-71.136433
"1871942",15,"2010Q3","2_ClassB","1_Net",7,78,2,1250,42.2982403,-71.0604944
"1871946",22.5,"2009Q1","2_ClassB","3_FullService",1,18,3,6791,42.3558075,-71.0617957
"1871947",22.5,"2009Q1","2_ClassB","3_FullService",1,18,4,6791,42.3558075,-71.0617957
"1872021",23,"2011Q3","2_ClassB","3_FullService",2,23,3,1000,42.3559532,-71.0621968
"1872024",41,"2006Q2","1_ClassA","3_FullService",4,21,15,16298,42.3565622,-71.0531984
"1872025",42,"2005Q3","1_ClassA","3_FullService",7,19,18,3280,42.3565622,-71.0531984
"1872026",42,"2005Q4","1_ClassA","3_FullService",3,21,18,3314,42.3565622,-71.0531984
"1872027",41,"2006Q2","1_ClassA","3_FullService",4,21,14,16298,42.3565622,-71.0531984
"1872118",26,"2007Q3","1_ClassA","2_Between",11,18,4,3571,42.2993226,-71.4015674
"1872119",23.5,"2005Q4","1_ClassA","0_Unknown",1,19,4,2399,42.2993226,-71.4015674
"1872120",22.5,"2005Q3","1_ClassA","0_Unknown",1,19,2,2787,42.2993226,-71.4015674
"1872121",26.5,"2007Q4","1_ClassA","2_Between",11,19,5,3300,42.2993226,-71.4015674
"1872153",21,"2009Q4","2_ClassB","2_Between",8,28,3,3463,42.295111,-71.197853
"1872155",9.5,"2006Q2","3_ClassC","1_Net",5,46,1,2256,42.2956108,-71.3859266
"1872156",25.6,"2011Q3","3_ClassC","3_FullService",7,34,1,450,42.296207,-71.23631
"1872157",24,"2011Q1","3_ClassC","3_FullService",5,34,2,500,42.296207,-71.23631
"1872158",25.6,"2011Q1","3_ClassC","3_FullService",0,36,2,1000,42.296207,-71.23631
"1872166",26,"2007Q3","1_ClassA","2_Between",10,19,5,3554,42.2993226,-71.4015674
"1872167",26.5,"2007Q3","1_ClassA","2_Between",2,21,3,2190,42.2993226,-71.4015674
"1872168",26.5,"2007Q4","1_ClassA","2_Between",6,20,6,3804,42.2993226,-71.4015674
"1872187",21,"2011Q3","2_ClassB","2_Between",1,25,5,4354,42.3547931,-71.1998566
"1872188",21,"2011Q3","2_ClassB","2_Between",2,25,5,2328,42.3547931,-71.1998566
"1872231",23.5,"2006Q2","1_ClassA","2_Between",0,20,1,6348,42.2993226,-71.4015674
"1872255",23,"2005Q3","2_ClassB","2_Between",5,18,3,3226,42.3547931,-71.1998566
"1872256",23,"2006Q4","2_ClassB","2_Between",10,18,3,4600,42.3547931,-71.1998566
"1872257",23,"2006Q3","2_ClassB","2_Between",9,18,4,2166,42.3547931,-71.1998566
"1872258",21,"2011Q2","2_ClassB","2_Between",9,23,4,2246,42.3547931,-71.1998566
"1872265",16,"2007Q1","3_ClassC","2_Between",5,35,2,1200,42.30027,-71.409999
"1872286",23,"2007Q2","2_ClassB","2_Between",3,22,2,1400,42.5015331,-71.1568144
"1872289",23,"2008Q3","2_ClassB","2_Between",3,23,3,1300,42.5015331,-71.1568144
"1872311",25,"2007Q4","2_ClassB","3_FullService",0,21,3,1801,42.3547931,-71.1998566
"1872317",20,"2008Q1","3_ClassC","2_Between",0,46,2,1951,42.299881,-71.231301
"1872326",17,"2008Q3","2_ClassB","1_Net",2,27,1,10842.5,42.5014204,-71.2366924
"1872328",20,"2007Q1","2_ClassB","2_Between",0,23,3,1200,42.5015331,-71.1568144
"1872357",20,"2005Q2","2_ClassB","2_Between",12,18,2,1500,42.5015331,-71.1568144
"1872358",20,"2005Q3","2_ClassB","2_Between",7,19,3,2000,42.5015331,-71.1568144
"1872359",20,"2005Q3","2_ClassB","2_Between",7,19,3,2000,42.5015331,-71.1568144
"1872383",40,"2005Q2","1_ClassA","3_FullService",6,19,12,16055,42.3565622,-71.0531984
"1872385",50,"2006Q1","1_ClassA","3_FullService",3,18,5,2910,42.3571837,-71.0495626
"1872393",35,"2011Q2","1_ClassA","2_Between",3,31,11,696,42.3573507,-71.0556637
"1872394",28,"2011Q4","2_ClassB","2_Between",6,27,3,2440,42.357618,-71.059615
"1872395",25,"2007Q1","2_ClassB","3_FullService",1,23,5,1509,42.357618,-71.059615
"1872396",24.375,"2006Q1","2_ClassB","2_Between",5,21,8,561,42.357618,-71.059615
"1872397",23,"2010Q3","2_ClassB","2_Between",1,27,7,1098,42.357618,-71.059615
"1872398",28,"2010Q4","2_ClassB","2_Between",1,27,4,1313,42.357618,-71.059615
"1872424",10,"2007Q2","2_ClassB","1_Net",1,47,1,1800,42.0586785,-71.0142127
"1872441",16,"2006Q3","2_ClassB","1_Net",3,75,2,1500,42.2982403,-71.0604944
"1872468",15,"2010Q3","2_ClassB","1_Net",4,79,2,1500,42.2982403,-71.0604944
"1872471",17,"2006Q2","2_ClassB","3_FullService",7,16,2,3850,42.3559532,-71.0621968
"1872472",17,"2006Q2","2_ClassB","3_FullService",3,17,4,4200,42.3559532,-71.0621968
"1872476",41,"2006Q2","1_ClassA","3_FullService",4,21,13,15663,42.3565622,-71.0531984
"1872479",40,"2005Q2","1_ClassA","3_FullService",6,19,14,16298,42.3565622,-71.0531984
"1872499",40,"2005Q3","1_ClassA","3_FullService",2,21,16,4643,42.3565622,-71.0531984
"1872500",21,"2005Q3","3_ClassC","2_Between",7,23,6,2024,42.35672,-71.0522387
"1872516",21,"2006Q2","2_ClassB","3_FullService",0,18,4,1000,42.3559532,-71.0621968
"1872521",17,"2005Q3","3_ClassC","2_Between",1,24,3,2750,42.356498,-71.059437
"1872522",40,"2005Q2","1_ClassA","3_FullService",6,19,13,15663,42.3565622,-71.0531984
"1872523",40,"2005Q2","1_ClassA","3_FullService",6,19,15,16298,42.3565622,-71.0531984
"1872524",34,"2005Q4","1_ClassA","3_FullService",8,19,4,3164,42.3565622,-71.0531984
"1872537",42,"2005Q3","1_ClassA","3_FullService",7,19,19,5492,42.3565622,-71.0531984
"1872538",18,"2005Q4","3_ClassC","3_FullService",2,106,3,408,42.3565717,-71.0601565
"1872620",22,"2007Q4","2_ClassB","2_Between",0,28,1,1322,42.295111,-71.197853
"1872621",13,"2005Q3","2_ClassB","1_Net",7,4,1,13765.5,42.2953892,-71.3876627
"1872647",13.5,"2011Q1","2_ClassB","3_FullService",0,21,1,1200,42.5093194,-71.0132688
"1872648",19.25,"2011Q2","2_ClassB","2_Between",6,19,3,935,42.5093194,-71.0132688
"1872649",21,"2009Q3","1_ClassA","3_FullService",2,10,1,3100,42.5094839,-71.0344825
"1872673",21,"2010Q4","1_ClassA","3_FullService",11,9,3,10071,42.5094839,-71.0344825
"1872698",26.5,"2007Q4","1_ClassA","2_Between",6,20,6,5224.5,42.2993226,-71.4015674
"1872699",26.5,"2007Q3","1_ClassA","2_Between",2,21,2,1796,42.2993226,-71.4015674
"1872700",27.5,"2007Q4","1_ClassA","2_Between",0,21,3,5220.5,42.2993226,-71.4015674
"1872754",35,"2011Q3","1_ClassA","2_Between",13,29,9,1425,42.3573507,-71.0556637
"1872755",35,"2010Q2","1_ClassA","2_Between",2,30,5,5857,42.3573507,-71.0556637
"1872758",35,"2011Q3","1_ClassA","2_Between",14,29,11,2276,42.3573507,-71.0556637
"1872760",25,"2006Q3","2_ClassB","3_FullService",1,24,1,2827,42.3575578,-71.0523462
"1872830",28,"2011Q2","2_ClassB","2_Between",3,27,8,1115,42.357618,-71.059615
"1872831",24.375,"2005Q3","2_ClassB","2_Between",13,19,2,2426,42.357618,-71.059615
"1872832",24,"2006Q1","2_ClassB","0_Unknown",2,22,1,2600,42.357618,-71.059615
"1872868",24.375,"2006Q1","2_ClassB","2_Between",3,22,5,800,42.357618,-71.059615
"1872880",24.375,"2005Q4","2_ClassB","2_Between",3,22,10,883,42.357618,-71.059615
"1872881",23,"2011Q4","2_ClassB","2_Between",6,27,10,2695,42.357618,-71.059615
"1872882",38,"2009Q1","2_ClassB","0_Unknown",3,27,4,3098,42.357819,-71.055501
"1872884",39,"2011Q1","3_ClassC","3_FullService",2,22,4,3456,42.3578731,-71.0533399
"1872885",27,"2005Q4","2_ClassB","3_FullService",10,91,9,1615,42.3579988,-71.0560196
"1872886",32,"2011Q2","2_ClassB","2_Between",4,98,9,1978,42.3579988,-71.0560196
"1872887",27,"2006Q3","2_ClassB","3_FullService",13,91,9,1300,42.3579988,-71.0560196
"1872888",40,"2008Q2","2_ClassB","3_FullService",4,95,7,1330,42.3579988,-71.0560196
"1872891",35,"2009Q2","2_ClassB","2_Between",1,97,10,1084,42.3579988,-71.0560196
"1872892",32,"2010Q1","2_ClassB","2_Between",2,97,10,1087,42.3579988,-71.0560196
"1872894",32,"2010Q1","2_ClassB","2_Between",3,97,4,2277,42.3579988,-71.0560196
"1872895",32,"2010Q2","2_ClassB","2_Between",2,97,3,1395,42.3579988,-71.0560196
"1872897",34,"2011Q4","2_ClassB","2_Between",1,99,5,853,42.3579988,-71.0560196
"1872900",31,"2009Q2","2_ClassB","2_Between",5,96,2,855,42.3579988,-71.0560196
"1872934",21,"2011Q4","2_ClassB","2_Between",1,25,5,4354,42.3547931,-71.1998566
"1872935",25,"2008Q4","2_ClassB","2_Between",2,22,2,1000,42.3547931,-71.1998566
"1872937",25,"2008Q2","2_ClassB","3_FullService",2,21,4,2166,42.3547931,-71.1998566
"1872944",16,"2007Q2","3_ClassC","2_Between",4,36,2,1700,42.30027,-71.409999
"1872956",17,"2008Q3","2_ClassB","1_Net",2,27,1,2100,42.5014204,-71.2366924
"1872957",20,"2006Q2","2_ClassB","2_Between",6,20,3,1672,42.5015331,-71.1568144
"1872974",35,"2011Q2","1_ClassA","2_Between",3,31,6,1352,42.3573507,-71.0556637
"1872976",35,"2011Q3","1_ClassA","2_Between",6,31,9,3358,42.3573507,-71.0556637
"1872977",35,"2010Q2","1_ClassA","2_Between",2,30,11,696,42.3573507,-71.0556637
"1872978",35,"2005Q2","1_ClassA","1_Net",5,26,1,700,42.3575229,-71.0578678
"1872980",25,"2007Q2","2_ClassB","3_FullService",2,23,3,2456,42.357618,-71.059615
"1872981",24.375,"2005Q4","2_ClassB","2_Between",3,22,7,1098,42.357618,-71.059615
"1872982",23,"2011Q2","2_ClassB","2_Between",3,27,7,1098,42.357618,-71.059615
"1872983",23,"2006Q3","2_ClassB","3_FullService",1,23,4,1676,42.357618,-71.059615
"1872984",28,"2010Q4","2_ClassB","2_Between",2,27,4,2361,42.357618,-71.059615
"1872991",24.375,"2005Q4","2_ClassB","2_Between",14,19,2,2749,42.357618,-71.059615
"1872992",26,"2006Q2","2_ClassB","2_Between",5,22,10,1989,42.357618,-71.059615
"1872993",28,"2009Q3","3_ClassC","2_Between",4,20,4,3456,42.3578731,-71.0533399
"1872994",25,"2005Q2","2_ClassB","3_FullService",5,92,10,6500,42.3579988,-71.0560196
"1872995",25,"2005Q2","2_ClassB","3_FullService",5,92,10,800,42.3579988,-71.0560196
"1872999",28,"2011Q1","2_ClassB","2_Between",10,96,2,1124,42.3579988,-71.0560196
"1873002",25,"2005Q2","2_ClassB","3_FullService",8,91,1,1455,42.3579988,-71.0560196
"1873003",32,"2010Q2","2_ClassB","2_Between",2,97,8,1040,42.3579988,-71.0560196
"1873004",16.75,"2006Q2","2_ClassB","2_Between",15,17,3,2750,42.3581108,-71.0553276
"1873009",39,"2011Q1","3_ClassC","3_FullService",2,22,3,3456,42.3578731,-71.0533399
"1873011",27,"2005Q4","2_ClassB","3_FullService",1,93,10,884,42.3579988,-71.0560196
"1873012",32,"2011Q4","2_ClassB","2_Between",2,99,10,955,42.3579988,-71.0560196
"1873016",32,"2011Q2","2_ClassB","2_Between",13,96,2,1267,42.3579988,-71.0560196
"1873017",30,"2006Q4","2_ClassB","3_FullService",3,94,2,1330,42.3579988,-71.0560196
"1873020",27,"2005Q4","2_ClassB","3_FullService",1,93,8,1380,42.3579988,-71.0560196
"1873021",22,"2005Q2","3_ClassC","0_Unknown",1,16,2,1500,42.3580304,-71.053706
"1873027",28,"2007Q2","1_ClassA","1_Net",1,35,2,2100,42.358185,-71.059242
"1873029",26,"2009Q3","2_ClassB","3_FullService",2,31,5,1278,42.358229,-71.058673
"1873030",21,"2005Q2","2_ClassB","0_Unknown",1,27,7,1450,42.358229,-71.058673
"1873031",21,"2006Q1","2_ClassB","3_FullService",3,27,7,635,42.358229,-71.058673
"1873032",25,"2010Q4","2_ClassB","2_Between",5,31,9,1833,42.358229,-71.058673
"1873034",23,"2010Q2","2_ClassB","2_Between",2,31,3,720,42.358229,-71.058673
"1873035",23,"2011Q2","2_ClassB","2_Between",12,30,3,1628,42.358229,-71.058673
"1873036",26,"2008Q4","2_ClassB","2_Between",1,30,6,3044,42.358229,-71.058673
"1873037",23,"2010Q1","2_ClassB","2_Between",6,30,6,982,42.358229,-71.058673
"1873045",30,"2007Q1","1_ClassA","3_FullService",6,33,2,4700,42.358185,-71.059242
"1873048",25,"2010Q3","2_ClassB","2_Between",2,32,9,1400,42.358229,-71.058673
"1873049",21,"2006Q1","2_ClassB","3_FullService",3,27,9,774,42.358229,-71.058673
"1873051",26,"2009Q3","2_ClassB","3_FullService",2,31,2,520,42.358229,-71.058673
"1873052",21,"2005Q3","2_ClassB","0_Unknown",2,27,11,3319,42.358229,-71.058673
"1873054",25,"2011Q4","2_ClassB","2_Between",12,30,8,1545,42.358229,-71.058673
"1873055",25,"2011Q3","2_ClassB","2_Between",3,32,8,918,42.358229,-71.058673
"1873056",25,"2006Q2","2_ClassB","2_Between",0,26,10,1246,42.358359,-71.054408
"1873058",29.5,"2007Q1","2_ClassB","2_Between",8,25,9,2302,42.358359,-71.054408
"1873059",23.5,"2005Q2","2_ClassB","2_Between",3,24,6,3558,42.358359,-71.054408
"1873198",17.14,"2011Q3","3_ClassC","3_FullService",1,4,1,1050,42.0642,-71.2481234
"1873217",41,"2006Q2","1_ClassA","3_FullService",4,21,12,16055,42.3565622,-71.0531984
"1873219",45,"2008Q2","1_ClassA","3_FullService",11,9,3,5994,42.3573434,-71.0553647
"1873221",37.5,"2007Q2","1_ClassA","3_FullService",7,9,2,5982,42.3573434,-71.0553647
"1873348",20,"2007Q3","2_ClassB","2_Between",13,16,1,2200,42.5044473,-71.0769654
"1873349",20,"2005Q2","2_ClassB","2_Between",12,14,3,2571,42.5044473,-71.0769654
"1873350",19,"2010Q4","2_ClassB","2_Between",10,20,2,2571,42.5044473,-71.0769654
"1873382",23,"2007Q3","1_ClassA","2_Between",1,9,2,21370,42.5105424,-71.2480496
"1873383",22.5,"2010Q1","1_ClassA","2_Between",1,11,2,11950,42.5105424,-71.2480496
"1873384",17,"2005Q2","1_ClassA","3_FullService",3,6,1,7854,42.5105424,-71.2480496
"1873385",22.5,"2010Q4","1_ClassA","2_Between",14,9,1,5953,42.5105424,-71.2480496
"1873386",23,"2007Q1","1_ClassA","2_Between",2,8,1,11815,42.5105424,-71.2480496
"1873404",35,"2010Q3","1_ClassA","2_Between",10,29,11,2226.5,42.3573507,-71.0556637
"1873407",24.375,"2006Q3","2_ClassB","2_Between",2,23,7,1098,42.357618,-71.059615
"1873408",28,"2010Q3","2_ClassB","2_Between",1,27,7,3451,42.357618,-71.059615
"1873409",28,"2011Q1","2_ClassB","2_Between",3,27,4,1658,42.357618,-71.059615
"1873455",23,"2011Q4","2_ClassB","2_Between",7,27,10,2695,42.357618,-71.059615
"1873457",28,"2009Q3","3_ClassC","2_Between",4,20,3,3456,42.3578731,-71.0533399
"1873459",27,"2005Q4","2_ClassB","3_FullService",7,92,10,2896,42.3579988,-71.0560196
"1873460",35,"2007Q4","2_ClassB","3_FullService",3,95,10,2896,42.3579988,-71.0560196
"1873461",40,"2008Q4","2_ClassB","3_FullService",9,94,6,1121,42.3579988,-71.0560196
"1873462",28,"2006Q3","2_ClassB","3_FullService",0,94,6,1531,42.3579988,-71.0560196
"1873463",34,"2009Q2","2_ClassB","2_Between",0,97,6,6555,42.3579988,-71.0560196
"1873464",40,"2008Q4","2_ClassB","3_FullService",3,96,6,2708,42.3579988,-71.0560196
"1873465",24,"2006Q2","2_ClassB","3_FullService",8,92,2,1515,42.3579988,-71.0560196
"1873466",35,"2007Q4","2_ClassB","3_FullService",3,95,2,1330,42.3579988,-71.0560196
"1873468",35,"2007Q4","2_ClassB","3_FullService",7,94,7,1424,42.3579988,-71.0560196
"1873470",28,"2011Q4","2_ClassB","2_Between",3,99,2,871,42.3579988,-71.0560196
"1873491",24.5,"2011Q1","2_ClassB","3_FullService",10,12,2,51115,42.507743,-71.245861
"1873543",23,"2011Q3","2_ClassB","2_Between",3,32,2,623,42.358229,-71.058673
"1873546",26,"2009Q2","2_ClassB","3_FullService",1,31,4,1644,42.358229,-71.058673
"1873548",23,"2011Q3","2_ClassB","2_Between",12,30,6,650,42.358229,-71.058673
"1873549",23.625,"2007Q1","2_ClassB","3_FullService",3,28,8,1545,42.358229,-71.058673
"1873551",25,"2011Q2","2_ClassB","2_Between",7,31,8,857,42.358229,-71.058673
"1873552",21,"2005Q3","2_ClassB","3_FullService",1,27,8,918,42.358229,-71.058673
"1873553",24,"2006Q1","2_ClassB","2_Between",0,26,8,1982,42.358359,-71.054408
"1873554",25,"2006Q2","2_ClassB","2_Between",4,25,6,3558,42.358359,-71.054408
"1873556",28.5,"2007Q1","2_ClassB","1_Net",0,9,2,9979,42.359266,-71.058802
"1873564",23,"2011Q1","2_ClassB","3_FullService",0,13,3,695,42.359266,-71.058802
"1873565",36,"2007Q3","2_ClassB","3_FullService",8,22,4,2700,42.359445,-71.0537814
"1873614",50,"2007Q2","2_ClassB","1_Net",12,92,1,2400,42.3579988,-71.0560196
"1873619",18,"2010Q4","2_ClassB","2_Between",2,25,2,2750,42.3581108,-71.0553276
"1873620",25,"2007Q2","1_ClassA","1_Net",2,34,7,1800,42.358185,-71.059242
"1873624",20.5,"2005Q3","2_ClassB","0_Unknown",3,26,5,2957,42.358229,-71.058673
"1873625",29.75,"2008Q3","2_ClassB","3_FullService",1,30,7,1435,42.358229,-71.058673
"1873626",25,"2011Q4","2_ClassB","2_Between",9,31,7,2066,42.358229,-71.058673
"1873627",35,"2005Q3","2_ClassB","3_FullService",6,24,1,2043,42.358359,-71.054408
"1873629",28.5,"2007Q2","2_ClassB","2_Between",4,8,4,9979,42.359266,-71.058802
"1873833",12,"2011Q2","3_ClassC","3_FullService",9,23,1,1870,42.3618175,-71.4140267
"1873834",26.5,"2008Q2","1_ClassA","2_Between",3,9,1,2400,42.5105424,-71.2480496
"1873845",22,"2010Q4","2_ClassB","2_Between",7,24,2,2156,42.3626626,-71.1909406
"1873848",22,"2007Q3","2_ClassB","2_Between",4,21,3,2008,42.3626626,-71.1909406
"1873849",22,"2007Q3","2_ClassB","2_Between",4,21,3,2008,42.3626626,-71.1909406
"1873850",22,"2009Q1","2_ClassB","2_Between",11,21,1,1750,42.3626626,-71.1909406
"1873903",23,"2007Q2","1_ClassA","2_Between",1,9,1,5967,42.5105424,-71.2480496
"1873912",13,"2007Q1","3_ClassC","3_FullService",5,25,2,2250,42.3619228,-71.3335406
"1873913",15,"2006Q3","3_ClassC","0_Unknown",2,26,1,500,42.3619228,-71.3335406
"1873917",20.45,"2005Q2","2_ClassB","2_Between",0,19,1,440,42.362491,-71.394613
"1873918",22,"2010Q4","2_ClassB","2_Between",13,22,2,1225,42.3626626,-71.1909406
"1873919",22,"2007Q3","2_ClassB","2_Between",4,21,3,2034,42.3626626,-71.1909406
"1873925",28.5,"2007Q1","2_ClassB","2_Between",3,8,3,8014,42.359266,-71.058802
"1873927",36,"2007Q3","2_ClassB","3_FullService",3,23,8,2700,42.359445,-71.0537814
"1873943",22.5,"2011Q3","1_ClassA","2_Between",10,11,2,7899,42.5105424,-71.2480496
"1873944",17,"2005Q3","1_ClassA","3_FullService",13,4,1,2400,42.5105424,-71.2480496
"1873959",12.5,"2006Q3","3_ClassC","1_Net",5,19,2,2880,42.3618175,-71.4140267
"1873960",19.15,"2010Q3","3_ClassC","3_FullService",5,23,1,470,42.3618175,-71.4140267
"1873961",17,"2008Q1","3_ClassC","3_FullService",11,19,1,2540,42.3618175,-71.4140267
"1873962",15.6,"2011Q2","3_ClassC","3_FullService",1,25,1,500,42.3618175,-71.4140267
"1874014",25,"2005Q2","2_ClassB","3_FullService",0,7,5,1347,42.359266,-71.058802
"1874044",20,"2008Q2","2_ClassB","2_Between",12,17,1,2571,42.5044473,-71.0769654
"1874136",38,"2005Q2","2_ClassB","2_Between",2,29,7,11230,42.3625282,-71.0643968
"1874184",18,"2008Q1","2_ClassB","2_Between",3,17,1,1800,42.5093194,-71.0132688
"1874185",21,"2006Q3","1_ClassA","2_Between",15,3,1,3340,42.5094839,-71.0344825
"1874186",21,"2011Q3","1_ClassA","3_FullService",0,12,1,9185,42.5094839,-71.0344825
"1874187",21,"2006Q4","1_ClassA","2_Between",9,5,2,5250,42.5094839,-71.0344825
"1874325",17,"2005Q2","1_ClassA","3_FullService",1,7,1,27868,42.5093919,-71.2474623
"1874327",22.5,"2010Q1","1_ClassA","2_Between",1,11,1,4100,42.5105424,-71.2480496
"1874336",26,"2008Q2","3_ClassC","0_Unknown",4,49,1,3000,42.3575662,-71.1880022
"1874386",12.5,"2011Q3","3_ClassC","3_FullService",9,23,3,1940,42.3618175,-71.4140267
"1874499",18.95,"2006Q3","1_ClassA","2_Between",1,10,1,1022,42.5064148,-71.1346403
"1874503",10.4,"2010Q4","2_ClassB","2_Between",1,21,2,750,42.0352393,-70.9588742
"1874540",22,"2010Q4","2_ClassB","2_Between",7,24,1,1550,42.3626626,-71.1909406
"1874541",22,"2010Q4","2_ClassB","2_Between",7,24,1,2156,42.3626626,-71.1909406
"1874548",17.95,"2005Q2","1_ClassA","2_Between",9,7,1,1170,42.5064148,-71.1346403
"1874644",22,"2010Q4","2_ClassB","2_Between",14,22,1,4300,42.3626626,-71.1909406
"1874656",17,"2009Q4","2_ClassB","1_Net",3,3,1,1100,42.3010864,-71.4360515
"1874673",14.75,"2011Q1","2_ClassB","2_Between",4,21,1,5770,42.498293,-71.140472
"1874875",29.5,"2010Q2","2_ClassB","3_FullService",3,11,3,695,42.359266,-71.058802
"1874877",26,"2011Q1","2_ClassB","3_FullService",4,12,5,1340,42.359266,-71.058802
"1874966",24.5,"2011Q3","2_ClassB","3_FullService",10,11,1,18417,42.510967,-71.246411
"1874973",19.95,"2009Q2","1_ClassA","2_Between",2,12,1,2249,42.5064148,-71.1346403
"1874974",18.95,"2008Q1","1_ClassA","2_Between",4,11,2,1346,42.5064148,-71.1346403
"1874975",17.95,"2010Q4","1_ClassA","2_Between",3,14,2,4063,42.5064148,-71.1346403
"1874976",18.95,"2006Q2","1_ClassA","2_Between",4,9,3,1219,42.5064148,-71.1346403
"1874977",17.95,"2006Q2","1_ClassA","2_Between",4,9,3,986,42.5064148,-71.1346403
"1874995",24.5,"2010Q1","2_ClassB","3_FullService",6,10,1,18000,42.510967,-71.246411
"1875006",17.95,"2006Q1","1_ClassA","2_Between",3,9,7,5003,42.5064148,-71.1346403
"1875008",18.95,"2007Q1","1_ClassA","2_Between",1,10,2,4063,42.5064148,-71.1346403
"1875010",17.95,"2006Q3","1_ClassA","2_Between",5,9,4,1162,42.5064148,-71.1346403
"1875039",38,"2005Q3","2_ClassB","2_Between",3,29,8,4716,42.3625282,-71.0643968
"1875061",22,"2007Q4","2_ClassB","2_Between",5,21,3,1631,42.3626626,-71.1909406
"1875062",15,"2006Q2","3_ClassC","0_Unknown",8,20,1,845,42.362684,-71.393962
